,pub_time,title,author,info
939,2021,On Provable Backdoor Defense in Collaborative Learning,"Ximing Qiao, Yuhua Bai, Siping Hu, Ang Li, Yiran Chen, Hai Li",CoRR abs/2101.08177 (2021)
940,2021,SAFELearning: Enable Backdoor Detectability In Federated Learning With Secure Aggregation,"Zhuosheng Zhang, Jiarui Li, Shucheng Yu, Christian Makaya",CoRR abs/2102.02402 (2021)
941,2021,What Doesn't Kill You Makes You Robust(er): Adversarial Training against Poisons and Backdoors,"Jonas Geiping, Liam Fowl, Gowthami Somepalli, Micah Goldblum, Michael Moeller, Tom Goldstein",CoRR abs/2102.13624 (2021)
942,2021,DP-InstaHide: Provably Defusing Poisoning and Backdoor Attacks with Differentially Private Data Augmentations,"Eitan Borgnia, Jonas Geiping, Valeriia Cherepanova, Liam Fowl, Arjun Gupta, Amin Ghiasi, Furong Huang, Micah Goldblum, Tom Goldstein",CoRR abs/2103.02079 (2021)
943,2021,Hidden Backdoor Attack against Semantic Segmentation Models,"Yiming Li, Yanjie Li, Yalei Lv, Yong Jiang, Shu-Tao Xia",CoRR abs/2103.04038 (2021)
944,2021,EX-RAY: Distinguishing Injected Backdoor from Natural Features in Neural Networks by Examining Differential Feature Symmetry,"Yingqi Liu, Guangyu Shen, Guanhong Tao, Zhenting Wang, Shiqing Ma, Xiangyu Zhang",CoRR abs/2103.08820 (2021)
945,2021,TOP: Backdoor Detection in Neural Networks via Transferability of Perturbation,"Todd Huster, Emmanuel Ekwedike",CoRR abs/2103.10274 (2021)
946,2021,RABA: A Robust Avatar Backdoor Attack on Deep Neural Network,"Ying He, Zhili Shen, Chang Xia, Jingyu Hua, Wei Tong, Sheng Zhong",CoRR abs/2104.01026 (2021)
947,2021,Backdoor Attack in the Physical World,"Yiming Li, Tongqing Zhai, Yong Jiang, Zhifeng Li, Shu-Tao Xia",CoRR abs/2104.02361 (2021)
948,2021,SPECTRE: Defending Against Backdoor Attacks Using Robust Statistics,"Jonathan Hayase, Weihao Kong, Raghav Somani, Sewoong Oh",CoRR abs/2104.11315 (2021)
949,2021,Poisoning MorphNet for Clean-Label Backdoor Attack to Point Clouds,"Guiyu Tian, Wenhao Jiang, Wei Liu, Yadong Mu",CoRR abs/2105.04839 (2021)
950,2021,Backdoor Learning Curves: Explaining Backdoor Poisoning Beyond Influence Functions,"Antonio Emanuele Cinà, Kathrin Grosse, Sebastiano Vascon, Ambra Demontis, Battista Biggio, Fabio Roli, Marcello Pelillo",CoRR abs/2106.07214 (2021)
951,2021,Machine Learning with Electronic Health Records is vulnerable to Backdoor Trigger Attacks,"Byunggill Joe, Akshay Mehra, Insik Shin, Jihun Hamm",CoRR abs/2106.07925 (2021)
952,2021,Subnet Replacement: Deployment-stage backdoor attack against deep neural networks in gray-box setting,"Xiangyu Qi, Jifeng Zhu, Chulin Xie, Yong Yang",CoRR abs/2107.07240 (2021)
953,2021,Can You Hear It? Backdoor Attacks via Ultrasonic Triggers,"Stefanos Koffas, Jing Xu, Mauro Conti, Stjepan Picek",CoRR abs/2107.14569 (2021)
954,2021,The Devil is in the GAN: Defending Deep Generative Models Against Backdoor Attacks,"Ambrish Rawat, Killian Levacher, Mathieu Sinn",CoRR abs/2108.01644 (2021)
955,2021,Quantization Backdoors to Deep Learning Models,"Hua Ma, Huming Qiu, Yansong Gao, Zhi Zhang, Alsharif Abuadbba, Anmin Fu, Said F. Al-Sarawi, Derek Abbott",CoRR abs/2108.09187 (2021)
956,2021,TRAPDOOR: Repurposing backdoors to detect dataset bias in machine learning-based genomic analysis,"Esha Sarkar, Michail Maniatakos",CoRR abs/2108.10132 (2021)
957,2021,Backdoor Attacks on Network Certification via Data Poisoning,"Tobias Lorenz, Marta Kwiatkowska, Mario Fritz",CoRR abs/2108.11299 (2021)
958,2021,Backdoor Attack and Defense for Deep Regression,"Xi Li, George Kesidis, David J. Miller, Vladimir Lucic",CoRR abs/2109.02381 (2021)
959,2021,Check Your Other Door! Establishing Backdoor Attacks in the Frequency Domain,"Hasan Abed Al Kader Hammoud, Bernard Ghanem",CoRR abs/2109.05507 (2021)
960,2021,Clean-label Backdoor Attack against Deep Hashing based Retrieval,"Kuofeng Gao, Jiawang Bai, Bin Chen, Dongxian Wu, Shu-Tao Xia",CoRR abs/2109.08868 (2021)
961,2021,Backdoor Attacks on Federated Learning with Lottery Ticket Hypothesis,"Zeyuan Yin, Ye Yuan, Panfeng Guo, Pan Zhou",CoRR abs/2109.10512 (2021)
962,2021,Widen The Backdoor To Let More Attackers In,"Siddhartha Datta, Giulio Lovisotto, Ivan Martinovic, Nigel Shadbolt",CoRR abs/2110.04571 (2021)
963,2021,An Optimization Perspective on Realizing Backdoor Injection Attacks on Deep Neural Networks in Hardware,"M. Caner Tol, Saad Islam, Berk Sunar, Ziming Zhang",CoRR abs/2110.07683 (2021)
964,2021,A Statistical Difference Reduction Method for Escaping Backdoor Detection,"Pengfei Xia, Hongjing Niu, Ziqiang Li, Bin Li",CoRR abs/2111.05077 (2021)
965,2021,An Overview of Backdoor Attacks Against Deep Neural Networks and Possible Defences,"Wei Guo, Benedetta Tondi, Mauro Barni",CoRR abs/2111.08429 (2021)
966,2021,Backdoor Attack through Frequency Domain,"Tong Wang, Yuan Yao, Feng Xu, Shengwei An, Hanghang Tong, Ting Wang",CoRR abs/2111.10991 (2021)
967,2021,NTD: Non-Transferability Enabled Backdoor Detection,"Yinshan Li, Hua Ma, Zhi Zhang, Yansong Gao, Alsharif Abuadbba, Anmin Fu, Yifeng Zheng, Said F. Al-Sarawi, Derek Abbott",CoRR abs/2111.11157 (2021)
968,2021,DBIA: Data-free Backdoor Injection Attack against Transformer Networks,"Peizhuo Lv, Hualong Ma, Jiachen Zhou, Ruigang Liang, Kai Chen, Shengzhi Zhang, Yunfei Yang",CoRR abs/2111.11870 (2021)
969,2021,A General Framework for Defending Against Backdoor Attacks via Influence Graph,"Xiaofei Sun, Jiwei Li, Xiaoya Li, Ziyao Wang, Tianwei Zhang, Han Qiu, Fei Wu, Chun Fan",CoRR abs/2111.14309 (2021)
970,2021,Anomaly Localization in Model Gradients Under Backdoor Attacks Against Federated Learning,Zeki Bilgin,CoRR abs/2111.14683 (2021)
971,2021,Defending Label Inference and Backdoor Attacks in Vertical Federated Learning,"Yang Liu, Zhihao Yi, Yan Kang, Yuanqin He, Wenhan Liu, Tianyuan Zou, Qiang Yang",CoRR abs/2112.05409 (2021)
972,2021,How to Backdoor a Cipher,"Raluca Posteuca, Tomer Ashur",IACR Cryptol. ePrint Arch. 2021: 442 (2021)
973,2021,Factoring Primes to Factor Moduli: Backdooring and Distributed Generation of Semiprimes,Giuseppe Vitto,IACR Cryptol. ePrint Arch. 2021: 1610 (2021)
974,2021,(Withdrawn) Spinning Sequence-to-Sequence Models with Meta-Backdoors,"Eugene Bagdasaryan, Vitaly Shmatikov",CoRR abs/2107.10443 (2021)
975,2021,(Withdrawn) CatchBackdoor: Backdoor Testing by Critical Trojan Neural Path Identification via Differential Fuzzing,"Haibo Jin, Ruoxi Chen, Jinyin Chen, Yao Cheng, Chong Fu, Ting Wang, Yue Yu, Zhaoyan Ming",CoRR abs/2112.13064 (2021)
976,2020,Cryptographic Primitives that Resist Backdooring and Subversion,Sogol Mazaheri,"Technical University of Darmstadt, Germany, 2020"
977,2020,Detecting Backdoor Attacks via Class Difference in Deep Neural Networks,Hyun Kwon,IEEE Access 8: 191049-191056 (2020)
978,2020,Backdoor Suppression in Neural Networks using Input Fuzzing and Majority Voting,"Esha Sarkar, Yousif Alkindi, Michail Maniatakos",IEEE Des. Test 37(2): 103-110 (2020)
979,2020,Trembling triggers: exploring the sensitivity of backdoors in DNN-based face recognition,"Cecilia Pasquini, Rainer Böhme",EURASIP J. Inf. Secur. 2020: 12 (2020)
980,2020,Multi-Targeted Backdoor: Indentifying Backdoor Attack for Multiple Deep Neural Networks,"Hyun Kwon, Hyunsoo Yoon, Ki-Woong Park",IEICE Trans. Inf. Syst. 103-D(4): 883-887 (2020)
981,2020,Backdoors into Two Occurrences,Jan Johannsen,J. Satisf. Boolean Model. Comput. 12(1): 1-15 (2020)
982,2020,Backdoor Attacks and Defenses for Deep Neural Networks in Outsourced Cloud Environments,"Yanjiao Chen, Xueluan Gong, Qian Wang, Xing Di, Huayang Huang",IEEE Netw. 34(5): 141-147 (2020)
983,2020,Hidden Trigger Backdoor Attacks,"Aniruddha Saha, Akshayvarun Subramanya, Hamed Pirsiavash",AAAI 2020: 11957-11965
984,2020,Embedding Backdoors as the Facial Features: Invisible Backdoor Attacks Against Face Recognition Systems,"Can He, Mingfu Xue, Jian Wang, Weiqiang Liu",ACM TUR-C 2020: 231-235
985,2020,Optimizing Deep Learning Based Intrusion Detection Systems Defense Against White-Box and Backdoor Adversarial Attacks Through a Genetic Algorithm,"Khaled Alrawashdeh, Stephen Goldsmith",AIPR 2020: 1-8
986,2020,How To Backdoor Federated Learning,"Eugene Bagdasaryan, Andreas Veit, Yiqing Hua, Deborah Estrin, Vitaly Shmatikov",AISTATS 2020: 2938-2948
987,2020,Differentiable Causal Backdoor Discovery,"Limor Gultchin, Matt J. Kusner, Varun Kanade, Ricardo Silva",AISTATS 2020: 3970-3979
988,2020,Composite Backdoor Attack for Deep Neural Network by Mixing Existing Benign Features,"Junyu Lin, Lei Xu, Yingqi Liu, Xiangyu Zhang",CCS 2020: 113-131
989,2020,Disabling Backdoor and Identifying Poison Data by using Knowledge Distillation in Backdoor Attacks on Deep Neural Networks,"Kota Yoshida, Takeshi Fujino",AISec@CCS 2020: 117-127
990,2020,Can Adversarial Weight Perturbations Inject Neural Backdoors,"Siddhant Garg, Adarsh Kumar, Vibhor Goel, Yingyu Liang",CIKM 2020: 2029-2032
991,2020,Backdoor Embedding in Convolutional Neural Network Models via Invisible Perturbation,"Haoti Zhong, Cong Liao, Anna Cinzia Squicciarini, Sencun Zhu, David J. Miller",CODASPY 2020: 97-108
992,2020,The MALICIOUS Framework: Embedding Backdoors into Tweakable Block Ciphers,"Thomas Peyrin, Haoyang Wang",CRYPTO (3) 2020: 249-278
993,2020,The MALICIOUS Framework: Embedding Backdoors into Tweakable Block Ciphers,"Thomas Peyrin, Haoyang Wang",IACR Cryptol. ePrint Arch. 2020: 986 (2020)
994,2020,Universal Litmus Patterns: Revealing Backdoor Attacks in CNNs,"Soheil Kolouri, Aniruddha Saha, Hamed Pirsiavash, Heiko Hoffmann",CVPR 2020: 298-307
995,2020,Systematic Evaluation of Backdoor Data Poisoning Attacks on Image Classifiers,"Loc Truong, Chace Jones, Brian Hutchinson, Andrew August, Brenda Praggastis, Robert Jasper, Nicole Nichols, Aaron Tuor",CVPR Workshops 2020: 3422-3431
996,2020,Clean-Label Backdoor Attacks on Video Recognition Models,"Shihao Zhao, Xingjun Ma, Xiang Zheng, James Bailey, Jingjing Chen, Yu-Gang Jiang",CVPR 2020: 14431-14440
997,2020,TrojDRL: Evaluation of Backdoor Attacks on Deep Reinforcement Learning,"Panagiota Kiourti, Kacper Wardega, Susmit Jha, Wenchao Li",DAC 2020: 1-6
998,2020,One-Pixel Signature: Characterizing CNN Models for Backdoor Detection,"Shanjiaoyang Huang, Weiqi Peng, Zhiwei Jia, Zhuowen Tu",ECCV (27) 2020: 326-341
999,2020,Reflection Backdoor: A Natural Backdoor Attack on Deep Neural Networks,"Yunfei Liu, Xingjun Ma, James Bailey, Feng Lu",ECCV (10) 2020: 182-199
1000,2020,Interpretability Derived Backdoor Attacks Detection in Deep Neural Networks: Work-in-Progress,"Xiangyu Wen, Wei Jiang, Jinyu Zhan, Xupeng Wang, Zhiyuan He",EMSOFT 2020: 13-14
1001,2020,Biometric Backdoors: A Poisoning Attack Against Unsupervised Template Updating,"Giulio Lovisotto, Simon Eberz, Ivan Martinovic",EuroS&P 2020: 184-197
1002,2020,Bypassing Backdoor Detection Algorithms in Deep Learning,"Te Juin Lester Tan, Reza Shokri",EuroS&P 2020: 175-183
1003,2020,"Revealing Backdoors, Post-Training, in DNN Classifiers via Novel Inference on Optimized Perturbations Inducing Group Misclassification","Zhen Xiang, David J. Miller, George Kesidis",ICASSP 2020: 3827-3831
1004,2020,Backdooring Convolutional Neural Networks via Targeted Weight Perturbations,"Jacob Dumford, Walter J. Scheirer",IJCB 2020: 1-9
1005,2020,Towards Inspecting and Eliminating Trojan Backdoors in Deep Neural Networks,"Wenbo Guo, Lun Wang, Yan Xu, Xinyu Xing, Min Du, Dawn Song",ICDM 2020: 162-171
1006,2020,TargetNet Backdoor: Attack on Deep Neural Network with Use of Different Triggers,"Hyun Kwon, Jungmin Roh, Hyunsoo Yoon, Ki-Woong Park",ICIIT 2020: 140-145
1007,2020,A Defence Against Input-Agnostic Backdoor Attacks on Deep Neural Networks,"Yansong Gao, Surya Nepal",ICISS 2020: 69-80
1008,2020,Backdooring Deep Learning Architectures: Threats and (some) Opportunities,Mauro Barni,ICISSP 2020: 15-16
1009,2020,Robust anomaly detection and backdoor attack detection via differential privacy,"Min Du, Ruoxi Jia, Dawn Song",ICLR 2020
1010,2020,DBA: Distributed Backdoor Attacks against Federated Learning,"Chulin Xie, Keli Huang, Pin-Yu Chen, Bo Li",ICLR 2020
1011,2020,Segmentation Based Backdoor Attack Detection,"Natasha Kees, Yaxuan Wang, Yiling Jiang, Fang Lue, Patrick P. K. Chan",ICMLC 2020: 298-302
1012,2020,Removing Backdoor-Based Watermarks in Neural Networks with Limited Data,"Xuankai Liu, Fengting Li, Bihan Wen, Qi Li",ICPR 2020: 10149-10156
1013,2020,FriendNet Backdoor: Indentifying Backdoor Attack that is safe for Friendly Deep Neural Network,"Hyun Kwon, Hyunsoo Yoon, Ki-Woong Park",ICSIM 2020: 53-57
1014,2020,Application of complex systems in neural networks against Backdoor attacks,"Sara Kaviani, Insoo Sohn, Huaping Liu",ICTC 2020: 57-59
1015,2020,Targeted Forgetting and False Memory Formation in Continual Learners through Adversarial Backdoor Attacks,"Muhammad Umer, Glenn Dawson, Robi Polikar",IJCNN 2020: 1-8
1016,2020,Defending Deep Learning Based Anomaly Detection Systems Against White-Box Adversarial Examples and Backdoor Attacks,"Khaled Alrawashdeh, Stephen Goldsmith",ISTAS 2020: 294-301
1017,2020,A Causally Formulated Hazard Ratio Estimation through Backdoor Adjustment on Structural Causal Model,"Riddhiman Adib, Paul M. Griffin, Sheikh Iqbal Ahamed, Mohammad Adibuzzaman",MLHC 2020: 376-396
1018,2020,"Revealing Perceptible Backdoors in DNNs, Without the Training Set, via the Maximum Achievable Misclassification Fraction Statistic","Zhen Xiang, David J. Miller, Hang Wang, George Kesidis",MLSP 2020: 1-6
1019,2020,GangSweep: Sweep out Neural Backdoors by GAN,"Liuwan Zhu, Rui Ning, Cong Wang, Chunsheng Xin, Hongyi Wu",ACM Multimedia 2020: 3173-3181
1020,2020,Input-Aware Dynamic Backdoor Attack,"Tuan Anh Nguyen, Anh Tuan Tran",NeurIPS 2020
1021,2020,"Attack of the Tails: Yes, You Really Can Backdoor Federated Learning","Hongyi Wang, Kartik Sreenivasan, Shashank Rajput, Harit Vishwakarma, Saurabh Agarwal, Jy-yong Sohn, Kangwook Lee, Dimitris S. Papailiopoulos",NeurIPS 2020
1022,2020,On the Trade-off between Adversarial and Backdoor Robustness,"Cheng-Hsin Weng, Yan-Ting Lee, Shan-Hung Wu",NeurIPS 2020
1023,2020,Scalable Backdoor Detection in Neural Networks,"Haripriya Harikumar, Vuong Le, Santu Rana, Sourangshu Bhattacharya, Sunil Gupta, Svetha Venkatesh",ECML/PKDD (2) 2020: 289-304
1024,2020,Escaping Backdoor Attack Detection of Deep Learning,"Yayuan Xiong, Fengyuan Xu, Sheng Zhong, Qun Li",SEC 2020: 431-445
1025,2020,Backdooring and Poisoning Neural Networks with Image-Scaling Attacks,"Erwin Quiring, Konrad Rieck",SP (Workshops) 2020: 41-47
1026,2020,Towards Defeating Backdoored Random Oracles: Indifferentiability with Bounded Adaptivity,"Yevgeniy Dodis, Pooya Farshim, Sogol Mazaheri, Stefano Tessaro",TCC (3) 2020: 241-273
1027,2020,Towards Defeating Backdoored Random Oracles: Indifferentiability with Bounded Adaptivity,"Yevgeniy Dodis, Pooya Farshim, Sogol Mazaheri, Stefano Tessaro",IACR Cryptol. ePrint Arch. 2020: 1199 (2020)
1028,2020,Detecting acoustic backdoor transmission of inaudible messages using deep learning,"Silvija Kokalj-Filipovic, Morriel Kasher, Michael Zhao, Predrag Spasojevic",WiseML@WiSec 2020: 80-85
1029,2020,NNoculation: Broad Spectrum and Targeted Treatment of Backdoored DNNs,"Akshaj Kumar Veldanda, Kang Liu, Benjamin Tan, Prashanth Krishnamurthy, Farshad Khorrami, Ramesh Karri, Brendan Dolan-Gavitt, Siddharth Garg",CoRR abs/2002.08313 (2020)
1030,2020,On Certifying Robustness against Backdoor Attacks via Randomized Smoothing,"Binghui Wang, Xiaoyu Cao, Jinyuan Jia, Neil Zhenqiang Gong",CoRR abs/2002.11750 (2020)
1031,2020,Defending against Backdoor Attack on Deep Neural Networks,"Hao Cheng, Kaidi Xu, Sijia Liu, Pin-Yu Chen, Pu Zhao, Xue Lin",CoRR abs/2002.12162 (2020)
1032,2020,Exposing Backdoors in Robust Machine Learning Models,"Ezekiel O. Soremekun, Sakshi Udeshi, Sudipta Chattopadhyay, Andreas Zeller",CoRR abs/2003.00865 (2020)
1033,2020,Exploring Backdoor Poisoning Attacks Against Malware Classifiers,"Giorgio Severi, Jim Meyer, Scott E. Coull, Alina Oprea",CoRR abs/2003.01031 (2020)
1034,2020,Watch your back: Backdoor Attacks in Deep Reinforcement Learning-based Autonomous Vehicle Control Systems,"Yue Wang, Esha Sarkar, Michail Maniatakos, Saif Eddin Jabari",CoRR abs/2003.07859 (2020)
1035,2020,Rethinking the Trigger of Backdoor Attack,"Yiming Li, Tongqing Zhai, Baoyuan Wu, Yong Jiang, Zhifeng Li, Shutao Xia",CoRR abs/2004.04692 (2020)
1036,2020,BadNL: Backdoor Attacks Against NLP Models,"Xiaoyi Chen, Ahmed Salem, Michael Backes, Shiqing Ma, Yang Zhang",CoRR abs/2006.01043 (2020)
1037,2020,A new measure for overfitting and its implications for backdooring of deep learning,"Kathrin Grosse, Taesung Lee, Youngja Park, Michael Backes, Ian M. Molloy",CoRR abs/2006.06721 (2020)
1038,2020,Backdoor Attacks on Federated Meta-Learning,"Chien-Lun Chen, Leana Golubchik, Marco Paolieri",CoRR abs/2006.07026 (2020)
1039,2020,FaceHack: Triggering backdoored facial recognition systems using facial characteristics,"Esha Sarkar, Hadjer Benkraouda, Michail Maniatakos",CoRR abs/2006.11623 (2020)
1040,2020,Backdoor Attacks on Facial Recognition in the Physical World,"Emily Wenger, Josephine Passananti, Yuanshun Yao, Haitao Zheng, Ben Y. Zhao",CoRR abs/2006.14580 (2020)
1041,2020,Natural Backdoor Attack on Text Data,Lichao Sun,CoRR abs/2006.16176 (2020)
1042,2020,Backdoor attacks and defenses in feature-partitioned collaborative learning,"Yang Liu, Zhihao Yi, Tianjian Chen",CoRR abs/2007.03608 (2020)
1043,2020,Backdoor Attacks and Countermeasures on Deep Learning: A Comprehensive Review,"Yansong Gao, Bao Gia Doan, Zhi Zhang, Siqi Ma, Jiliang Zhang, Anmin Fu, Surya Nepal, Hyoungshick Kim",CoRR abs/2007.10760 (2020)
1044,2020,Towards a Backdoorless Network Architecture Based on Remote Attestation and Backdoor Inspection,"Takayuki Sasaki, Yusuke Shimada",CoRR abs/2007.14748 (2020)
1045,2020,Noise-response Analysis for Rapid Detection of Backdoors in Deep Neural Networks,"N. Benjamin Erichson, Dane Taylor, Qixuan Wu, Michael W. Mahoney",CoRR abs/2008.00123 (2020)
1046,2020,Light Can Hack Your Face! Black-box Backdoor Attack on Face Recognition Systems,"Haoliang Li, Yufei Wang, Xiaofei Xie, Yang Liu, Shiqi Wang, Renjie Wan, Lap-Pui Chau, Alex C. Kot",CoRR abs/2009.06996 (2020)
1047,2020,What Do You See? Evaluation of Explainable Artificial Intelligence (XAI) Interpretability through Neural Backdoors,"Yi-Shan Lin, Wen-Chuan Lee, Z. Berkay Celik",CoRR abs/2009.10639 (2020)
1048,2020,BAAAN: Backdoor Attacks Against Autoencoder and GAN-Based Machine Learning Models,"Ahmed Salem, Yannick Sautter, Michael Backes, Mathias Humbert, Yang Zhang",CoRR abs/2010.03007 (2020)
1049,2020,Don't Trigger Me! A Triggerless Backdoor Attack Against Deep Neural Networks,"Ahmed Salem, Michael Backes, Yang Zhang",CoRR abs/2010.03282 (2020)
1050,2020,Open-sourced Dataset Protection via Backdoor Watermarking,"Yiming Li, Ziqi Zhang, Jiawang Bai, Baoyuan Wu, Yong Jiang, Shu-Tao Xia",CoRR abs/2010.05821 (2020)
1051,2020,"Poisoned classifiers are not only backdoored, they are fundamentally broken","Mingjie Sun, Siddhant Agarwal, J. Zico Kolter",CoRR abs/2010.09080 (2020)
1052,2020,On Evaluating Neural Network Backdoor Defenses,"Akshaj Kumar Veldanda, Siddharth Garg",CoRR abs/2010.12186 (2020)
1053,2020,EEG-Based Brain-Computer Interfaces Are Vulnerable to Backdoor Attacks,"Lubin Meng, Jian Huang, Zhigang Zeng, Xue Jiang, Shan Yu, Tzyy-Ping Jung, Chin-Teng Lin, Ricardo Chavarriaga, Dongrui Wu",CoRR abs/2011.00101 (2020)
1054,2020,Mitigating Backdoor Attacks in Federated Learning,"Chen Wu, Xian Yang, Sencun Zhu, Prasenjit Mitra",CoRR abs/2011.01767 (2020)
1055,2020,Detecting Backdoors in Neural Networks Using Novel Feature-Based Anomaly Detection,"Hao Fu, Akshaj Kumar Veldanda, Prashanth Krishnamurthy, Siddharth Garg, Farshad Khorrami",CoRR abs/2011.02526 (2020)
1056,2020,Dynamic backdoor attacks against federated learning,Anbu Huang,CoRR abs/2011.07429 (2020)
1057,2020,Effect of backdoor attacks over the complexity of the latent space distribution,"Henry D. Chacon, Paul Rad",CoRR abs/2012.01931 (2020)
1058,2020,Backdoor Attack with Sample-Specific Triggers,"Yuezun Li, Yiming Li, Baoyuan Wu, Longkang Li, Ran He, Siwei Lyu",CoRR abs/2012.03816 (2020)
1059,2020,HaS-Nets: A Heal and Select Mechanism to Defend DNNs Against Backdoor Attacks for Data Collection Scenarios,"Hassan Ali, Surya Nepal, Salil S. Kanhere, Sanjay Jha",CoRR abs/2012.07474 (2020)
1060,2020,TROJANZOO: Everything you ever wanted to know about neural backdoors (but were afraid to ask),"Ren Pang, Zheng Zhang, Xiangshan Gao, Zhaohan Xi, Shouling Ji, Peng Cheng, Ting Wang",CoRR abs/2012.09302 (2020)
1061,2019,A Backdoor Attack Against LSTM-Based Text Classification Systems,"Jiazhu Dai, Chuanshuai Chen, Yufeng Li",IEEE Access 7: 138872-138878 (2019)
1062,2019,BadNets: Evaluating Backdooring Attacks on Deep Neural Networks,"Tianyu Gu, Kang Liu, Brendan Dolan-Gavitt, Siddharth Garg",IEEE Access 7: 47230-47244 (2019)
1063,2019,Backdoors to planning,"Martin Kronegger, Sebastian Ordyniak, Andreas Pfandler",Artif. Intell. 269: 49-75 (2019)
1064,2014,Backdoors to Planning,"Martin Kronegger, Sebastian Ordyniak, Andreas Pfandler",AAAI 2014: 2300-2307
1065,2019,Backdoors for Linear Temporal Logic,"Arne Meier, Sebastian Ordyniak, M. S. Ramanujan, Irena Schindler",Algorithmica 81(2): 476-496 (2019)
1066,2016,Backdoors for Linear Temporal Logic,"Arne Meier, Sebastian Ordyniak, Ramanujan Sridharan, Irena Schindler",IPEC 2016: 23:1-23:17
1067,2019,Cryptography with Disposable Backdoors,"Kai-Min Chung, Marios Georgiou, Ching-Yi Lai, Vassilis Zikas",Cryptogr. 3(3): 22 (2019)
1068,2019,Testing the Human Backdoor: Organizational Response to a Phishing Campaign,"Anze Mihelic, Matej Jevscek, Simon Vrhovec, Igor Bernik",J. Univers. Comput. Sci. 25(11): 1458-1477 (2019)
1069,2019,Interbank Networks and Backdoor Bailouts: Benefiting from Other Banks' Government Guarantees,"Tim Eisert, Christian Eufinger",Manag. Sci. 65(8): 3673-3693 (2019)
1070,2019,Detecting Backdoor Attacks on Deep Neural Networks by Activation Clustering,"Bryant Chen, Wilka Carvalho, Nathalie Baracaldo, Heiko Ludwig, Benjamin Edwards, Taesung Lee, Ian M. Molloy, Biplav Srivastava",SafeAI@AAAI 2019
1071,2019,Latent Backdoor Attacks on Deep Neural Networks,"Yuanshun Yao, Huiying Li, Haitao Zheng, Ben Y. Zhao",CCS 2019: 2041-2055
1072,2019,Backdoor Attacks in Neural Networks - A Systematic Evaluation on Multiple Traffic Sign Datasets,"Huma Rehman, Andreas Ekelhart, Rudolf Mayer",CD-MAKE 2019: 285-300
1073,2019,Walling up Backdoors in Intrusion Detection Systems,"Maximilian Bachl, Alexander Hartl, Joachim Fabini, Tanja Zseby",Big-DAMA@CoNEXT 2019: 8-13
1074,2019,I Want to Break Square-free: The 4p - 1 Factorization Method and Its RSA Backdoor Viability,"Vladimir Sedlacek, Dusan Klinec, Marek Sýs, Petr Svenda, Vashek Matyas",ICETE (2) 2019: 25-36
1075,2019,A New Backdoor Attack in CNNS by Training Set Corruption Without Label Poisoning,"Mauro Barni, Kassem Kallas, Benedetta Tondi",ICIP 2019: 101-105
1076,2019,How to Subvert Backdoored Encryption: Security Against Adversaries that Decrypt All Ciphertexts,"Thibaut Horel, Sunoo Park, Silas Richelson, Vinod Vaikuntanathan",ITCS 2019: 42:1-42:20
1077,2018,How to Subvert Backdoored Encryption: Security Against Adversaries that Decrypt All Ciphertexts,"Thibaut Horel, Sunoo Park, Silas Richelson, Vinod Vaikuntanathan",IACR Cryptol. ePrint Arch. 2018: 212 (2018)
1078,2019,Is Backside the New Backdoor in Modern SoCs?: Invited Paper,"Nidish Vashistha, M. Tanjidur Rahman, Olivia P. Paradis, Navid Asadizanjani",ITC 2019: 1-10
1079,2019,Towards Leveraging Backdoors in Qualitative Constraint Networks,"Michael Sioutis, Tomi Janhunen",KI 2019: 308-315
1080,2019,A Benchmark Study Of Backdoor Data Poisoning Defenses For Deep Neural Network Classifiers And A Novel Defense,"Zhen Xiang, David J. Miller, George Kesidis",MLSP 2019: 1-6
1081,2019,Luminance-based video backdoor attack against anti-spoofing rebroadcast detection,"Abhir Bhalerao, Kassem Kallas, Benedetta Tondi, Mauro Barni",MMSP 2019: 1-6
1082,2019,Defending Neural Backdoors via Generative Distribution Modeling,"Ximing Qiao, Yukun Yang, Hai Li",NeurIPS 2019: 14004-14013
1083,2019,On Embedding Backdoor in Malware Detectors Using Machine Learning,"Shoichiro Sasaki, Seira Hidano, Toshihiro Uchibayashi, Takuo Suganuma, Masahiro Hiji, Shinsaku Kiyomoto",PST 2019: 1-5
1084,2019,Existence Versus Exploitation: The Opacity of Backdoors and Backbones Under a Weak Assumption,"Lane A. Hemaspaandra, David E. Narváez",SOFSEM 2019: 247-259
1085,2019,True2F: Backdoor-Resistant Authentication Tokens,"Emma Dauterman, Henry Corrigan-Gibbs, David Mazières, Dan Boneh, Dominic Rizzo",IEEE Symposium on Security and Privacy 2019: 398-416
1086,2019,Neural Cleanse: Identifying and Mitigating Backdoor Attacks in Neural Networks,"Bolun Wang, Yuanshun Yao, Shawn Shan, Huiying Li, Bimal Viswanath, Haitao Zheng, Ben Y. Zhao",IEEE Symposium on Security and Privacy 2019: 707-723
1087,2019,Design of intentional backdoors in sequential models,"Zhaoyuan Yang, Naresh Iyer, Johan Reimann, Nurali Virani",CoRR abs/1902.09972 (2019)
1088,2019,BSEA-1 - A Stream Cipher Backdooring Technique,Eric Filiol,CoRR abs/1903.11063 (2019)
1089,2019,Adversarial Audio: A New Information Hiding Method and Backdoor for DNN-based Speech Recognition Models,"Yehao Kong, Jiliang Zhang",CoRR abs/1904.03829 (2019)
